verb	target	field	value
row-create	Sets	Exercise	KB Swing
row-create	Sets	Set index	5
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	24
row-create	Sets	Unit	kg
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	10
row-create	Sets	interval_s	60
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|KB Swing|5|0
row-create	Sets	source_message_id	msg-31
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	KB Swing set 6, 10 x 60s x 24 kg
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	KB Swing
row-create	Sets	Set index	6
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	24
row-create	Sets	Unit	kg
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	10
row-create	Sets	interval_s	60
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|KB Swing|6|0
row-create	Sets	source_message_id	msg-31
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	KB Swing set 7, 10 x 60s x 24 kg
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	KB Swing
row-create	Sets	Set index	7
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	24
row-create	Sets	Unit	kg
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	10
row-create	Sets	interval_s	60
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|KB Swing|7|0
row-create	Sets	source_message_id	msg-31
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	KB Swing set 8, 10 x 60s x 24 kg
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	KB Swing
row-create	Sets	Set index	8
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	24
row-create	Sets	Unit	kg
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	10
row-create	Sets	interval_s	60
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|KB Swing|8|0
row-create	Sets	source_message_id	msg-31
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	KB Swing set 9, 10 x 60s x 24 kg
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	KB Swing
row-create	Sets	Set index	9
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	24
row-create	Sets	Unit	kg
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	10
row-create	Sets	interval_s	60
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|KB Swing|9|0
row-create	Sets	source_message_id	msg-31
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	
row-create	Sets	Set	KB Swing set 10, 10 x 60s x 24 kg
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	KB Swing
row-create	Sets	Set index	10
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	24
row-create	Sets	Unit	kg
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	10
row-create	Sets	interval_s	60
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|KB Swing|10|0
row-create	Sets	source_message_id	msg-31
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	KB Swing set 1-10, 10 x 60s x 24 kg. Set 11.
row-create	Sets	Set	Zurkhaneh Swing set 1, 135 lb x 5
row-create	Sets	Session	sessions-1
row-create	Sets	Exercise	Zurkhaneh Swing
row-create	Sets	Set index	1
row-create	Sets	Set type	working
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Side	both
row-create	Sets	Load	135
row-create	Sets	Unit	lb
row-create	Sets	load_kind	absolute
row-create	Sets	Reps	5
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|Zurkhaneh Swing|1|0
row-create	Sets	source_message_id	msg-32
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	First time logging Zurkhaneh Swing. Zurkhaneh Swing set 1, 135 lb x 5. Set 2 at 135 lb.
row-create	Sets	Set	Note: asdlkfj not a real thing
row-create	Sets	Session	sessions-1
row-create	Sets	Timestamp	2026-09-01T09:00:00+00:00
row-create	Sets	Notes	asdlkfj not a real thing
row-create	Sets	attempt	0
row-create	Sets	write_key	2026-09-01T09:00:00+00:00|UTC|msg-33|0|0
row-create	Sets	source_message_id	msg-33
row-create	Sets	Pain flag	none
row-create	Sets	confirm_line	Noted.
say	session-runner	msg-1	"Bench Press set 1, 135 lb x 5. Set 2 at 135 lb.\nReadiness 1-5? (skip if you like)"
say	session-runner	msg-2	"Bench Press set 2, 135 lb x 5. Set 3 at 135 lb."
say	session-runner	msg-3	"Bench Press set 3, 135 lb x 5. Set 4 at 135 lb."
say	session-runner	msg-4	"Bench Press set 4, 135 lb x 4. Set 5 at 135 lb."
say	session-runner	msg-5	"Bench Press set 5, 140 lb x 4. Set 6 at 140 lb."
say	session-runner	msg-6	"Bench Press set 6, 140 lb x 8. Set 7 at 140 lb."
say	session-runner	msg-7	"Bench Press set 7-9, 135 lb x 4. Set 10 at 135 lb."
say	session-runner	msg-8	"Bench Press set 10-12, 225 lb x 5. Set 13 at 225 lb."
say	session-runner	msg-9	"Bench Press set 13, 135 lb x 5. Set 14 at 135 lb."
say	session-runner	msg-10	"Bench Press set 14-16, 135 lb x 5. Set 17 at 135 lb."
say	session-runner	msg-11	"Bench Press set 17, 135 lb x 5 @8. Set 18 at 135 lb."
say	session-runner	msg-12	"Bench Press set 18, 25 lb x 8. Set 19 at 25 lb."
say	session-runner	msg-13	"Bench Press set 19, 12. Set 20."
say	session-runner	msg-14	"Bench Press set 20, 12. Set 21."
say	session-runner	msg-15	"Standing Military Press set 1-3, 95 lb x 6. Set 4 at 95 lb."
say	session-runner	msg-16	"Standing Military Press set 4-6, 60 kg x 8. Set 7 at 60 kg."
say	session-runner	msg-17	"Standing Military Press set 7, read as 20 lb x 8 fix if reversed. Set 8 at 20 lb."
say	session-runner	msg-18	"Standing Military Press set 8-15, 40. Set 16."
say	session-runner	msg-19	"Rest day logged."
say	session-runner	msg-20	"Rest day logged."
say	session-runner	msg-21	"Rest day logged."
say	session-runner	msg-22	"Swapped to Incline Dumbbell Press for today's sets."
say	session-runner	msg-23	"Undid the last entry."
say	session-runner	msg-24	"Noted."
say	session-runner	msg-25	"Noted: left shoulder tweaky"
say	session-runner	msg-26	"Session closed. Nice work today."
say	session-runner	msg-27	"Squat (Barbell) set 1, 185 lb x 5. Set 2 at 185 lb."
say	session-runner	msg-28	"L-Sit set 1, 20s. Set 2, same target."
say	session-runner	msg-29	"Farmer's Carry set 1, 60 m x 70 lb. Set 2."
say	session-runner	msg-30	"Ring Row set 1, 3 x 8. Set 2."
say	session-runner	msg-31	"KB Swing set 1-10, 10 x 60s x 24 kg. Set 11."
say	session-runner	msg-32	"First time logging Zurkhaneh Swing. Zurkhaneh Swing set 1, 135 lb x 5. Set 2 at 135 lb."
say	session-runner	msg-33	"Noted."
